folder,filename,duration_s,drive_url,abs_path,file_id
"Camera","20250607_102137.mp4",8,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250607_102137.mp4","e7311d01-601d-4cce-a974-271cfef7aea5"
"Camera","20250607_181118.mp4",5,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250607_181118.mp4","be36f1ad-dc33-4d19-badc-8220be26bbf9"
"Camera","20250613_135013.mp4",18,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250613_135013.mp4","10f6c10d-f287-4d73-94a2-073c89eec440"
"Camera","20250614_013233.mp4",10,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250614_013233.mp4","098863d3-7c97-4441-bc86-06d45d43336f"
"Camera","20250616_145031.mp4",6,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250616_145031.mp4","23ba5c79-f033-46af-811f-2c8b3bfd6bc2"
"Camera","20250618_203256.mp4",9,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250618_203256.mp4","7ee0f034-aeed-4b53-ba46-ec84f5382d66"
"Camera","20250619_235303.mp4",10,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250619_235303.mp4","c99d170b-055a-479d-b688-7b3d960699dd"
"Camera","20250619_235916.mp4",12,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250619_235916.mp4","5e9a751a-6106-4bfa-bf22-ebf101ab7fd4"
"Camera","20250622_000732.mp4",16,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_000732.mp4","654835c4-8378-4ca0-b31f-5837220bb091"
"Camera","20250622_003121.mp4",15,"https://drive.google.com/file/d/1oLhIQhN7kyR8DjGf5VPJz-fQu7i1W7E6/view?usp=drivesdk","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_003121.mp4","14861e2b-d65b-491b-ae42-7f9d5d11cba5"
"Camera","20250622_005206.mp4",22,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_005206.mp4","0f1a4bbf-cb63-49e7-95e2-467089068554"
"Camera","20250622_215336.mp4",8,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_215336.mp4","b5b200c5-32ad-4b52-83df-ab7c4d44acfd"
"Camera","20250622_215406.mp4",13,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_215406.mp4","3098b30e-42be-4005-ac17-61d839c3b6d4"
"Camera","20250622_215521.mp4",9,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_215521.mp4","59adfffc-90d6-4634-9ef2-05623ed29966"
"Camera","20250622_215937.mp4",16,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_215937.mp4","40b255da-0deb-4a03-a503-62492e5fb340"
"Camera","20250622_221952.mp4",17,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_221952.mp4","bba6d357-7449-4cf0-a6db-bef24b19fb84"
"Camera","20250622_223300.mp4",30,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_223300.mp4","e00b00cc-fb5b-4d56-b36e-96e9718570cc"
"Camera","20250622_224123.mp4",42,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_224123.mp4","ec7fa601-7191-4e21-acc0-036e1963abf7"
"Camera","20250622_224753.mp4",17,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_224753.mp4","92360cc4-a09b-4cab-a3fc-75aa545107ca"
"Camera","20250622_224844.mp4",16,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_224844.mp4","ebb85d3b-e807-4118-addd-74f915094324"
"Camera","20250622_230530.mp4",61,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_230530.mp4","5f657a57-b6a7-4ce2-b001-b9aa28c35cb0"
"Camera","20250622_230752.mp4",24,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_230752.mp4","9f54c6e2-6da7-4dd1-a36f-3729cfa93152"
"Camera","20250622_231235.mp4",13,"https://drive.google.com/file/d/1To1B9DBWqFWHN7SuBdMWCSaAWD0YD-re/view?usp=drivesdk","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_231235.mp4","f2bfe7ff-e653-495f-8610-d53693b01a1b"
"Camera","20250622_231337.mp4",23,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_231337.mp4","9f916b8f-5073-4300-aee0-7e4cb5a05a3a"
"Camera","20250622_231406.mp4",14,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_231406.mp4","78831618-62d8-4380-88ef-b7ad2d1ab1e5"
"Camera","20250622_231704.mp4",3,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250622_231704.mp4","11fe84ef-dc11-405d-a009-e635d32c39b1"
"Camera","20250625_105832.mp4",9,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250625_105832.mp4","0aad13bb-bd70-46d9-9f15-6df9d5560034"
"Camera","20250625_110408.mp4",14,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250625_110408.mp4","4d7c89cf-7a0b-4190-a1b1-2c3fb4b4d7af"
"Camera","20250625_111747.mp4",9,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250625_111747.mp4","98096b94-2d54-44d8-935a-a21694b8150b"
"Camera","20250625_112345.mp4",12,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250625_112345.mp4","3bd347b2-8f53-40f4-9101-47b2cedbe58f"
"Camera","20250704_200727.mp4",12,"https://drive.google.com/file/d/1t08zrX0NwUO_xlZEq4Ih-OrAFIGkmfI_/view?usp=drivesdk","E:\9. pre-afghanistan\Samsung 22+\Camera\20250704_200727.mp4","415ed68b-339f-41bf-be0e-9f430bf25c89"
"Camera","20250704_224849.mp4",7,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250704_224849.mp4","71b21440-5b19-4360-912e-a51e3757f48e"
"Camera","20250704_224939.mp4",6,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250704_224939.mp4","ec328fb3-a078-4500-b836-0e2dc4533dbf"
"Camera","20250704_231758.mp4",14,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250704_231758.mp4","ce604370-8d75-48f1-8e80-e40ef2cc811d"
"Camera","20250704_235927.mp4",26,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250704_235927.mp4","1c9379d4-c494-4aa5-bf2d-6cecadbdbf85"
"Camera","20250705_135123.mp4",3,"https://drive.google.com/file/d/1Q2v0di9JQFuv940AuCkv5XQ5OAaMQzFJ/view?usp=drivesdk","E:\9. pre-afghanistan\Samsung 22+\Camera\20250705_135123.mp4","2617f9fd-7bf2-4449-bcfe-f05c6a0bac1a"
"Camera","20250705_224827.mp4",22,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250705_224827.mp4","0534bf0f-aa95-449d-aefd-4de342e795cb"
"Camera","20250706_004353.mp4",8,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250706_004353.mp4","4628dbb6-9ce0-469a-80cc-e1a8c1947377"
"Camera","20250706_154137.mp4",7,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250706_154137.mp4","ab9e9d48-20c4-4906-b262-29a83a7df14b"
"Camera","20250706_205053.mp4",9,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250706_205053.mp4","405f8fd5-d110-4415-9c75-45df96d11857"
"Camera","20250713_220521.mp4",6,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250713_220521.mp4","733d12d0-a090-4ad7-a32f-46820010a7e7"
"Camera","20250713_220530.mp4",13,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250713_220530.mp4","5f6e9139-56cf-47a6-90ef-7fa9285bc832"
"Camera","20250714_143053.mp4",23,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250714_143053.mp4","a651fe3e-edd2-4fb7-9449-5bb2eb93f11c"
"Camera","20250721_202414.mp4",10,"https://drive.google.com/file/d/1oiOUTyZcwqHjq1kb-gueBU6Ders64Wbs/view?usp=drivesdk","E:\9. pre-afghanistan\Samsung 22+\Camera\20250721_202414.mp4","361a313d-d6fe-4224-8f66-e3762b85810c"
"Camera","20250721_202601.mp4",27,"https://drive.google.com/file/d/107onJW_4sfRsWQ6F3DE4B2qS67DC0pOt/view?usp=drivesdk","E:\9. pre-afghanistan\Samsung 22+\Camera\20250721_202601.mp4","e04df67c-fced-46f9-9d6e-caa32e033e64"
"Camera","20250721_204337.mp4",11,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250721_204337.mp4","b0661215-d320-4906-9465-1d02099c0082"
"Camera","20250721_204351.mp4",8,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250721_204351.mp4","425df2a2-6cc2-4555-9b4c-3d90b48ce277"
"Camera","20250721_211933.mp4",63,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250721_211933.mp4","0de93c71-de40-4e2e-841f-16a9c82faddf"
"Camera","20250723_001427.mp4",25,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250723_001427.mp4","5ccbde33-aabf-49af-b8ed-46194cad4790"
"Camera","20250725_155721.mp4",9,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250725_155721.mp4","1db46172-b097-4cbf-8212-83d37107bcd0"
"Camera","20250725_155926.mp4",7,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250725_155926.mp4","88ed94f3-66d6-4aff-b1ac-952c7cc33378"
"Camera","20250725_192807.mp4",12,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250725_192807.mp4","4b1cd48e-ec95-45a1-a53b-152eaaa9d1bf"
"Camera","20250725_192923.mp4",16,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250725_192923.mp4","61c286dc-578e-4a80-9cc2-e7736ea1febd"
"Camera","20250725_193352.mp4",4,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250725_193352.mp4","5377fe9c-caae-4d1d-97b7-e9fd54a443b6"
"Camera","20250728_122010.mp4",10,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250728_122010.mp4","2af50b60-b0ac-4afd-a6bf-b9c49c8b9fcd"
"Camera","20250728_122029.mp4",4,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250728_122029.mp4","c5b0118c-076a-47ac-b4d6-42e42801635a"
"Camera","20250728_204754.mp4",21,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250728_204754.mp4","c3e76a97-ebbd-414b-828a-48a680052446"
"Camera","20250728_205244.mp4",15,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250728_205244.mp4","a44d1d99-e5be-418a-975c-d791aba323ac"
"Camera","20250729_044915.mp4",6,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250729_044915.mp4","807a8ac6-a43e-40c0-87ef-d3fe98d4d55f"
"Camera","20250810_111444.mp4",15,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250810_111444.mp4","819b784e-523c-4792-b3f3-2bbb82fd6241"
"Camera","20250811_212639.mp4",50,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250811_212639.mp4","92666ef2-9dad-4058-86f4-295a7046b1b0"
"Camera","20250815_200134.mp4",24,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250815_200134.mp4","b770e1d6-a754-43c7-ae62-2eeb71ccf336"
"Camera","20250816_030530.mp4",7,"","E:\9. pre-afghanistan\Samsung 22+\Camera\20250816_030530.mp4","7d86e17d-31dd-41eb-b92c-13b2e6d4953e"
"Camera","lv_0_20250427200757.mp4",62,"","E:\9. pre-afghanistan\Samsung 22+\Camera\lv_0_20250427200757.mp4","f476e095-05f6-4554-a1e1-24c5b7828b05"
"Camera","lv_0_20250512185331_1.mp4",28,"","E:\9. pre-afghanistan\Samsung 22+\Camera\lv_0_20250512185331_1.mp4","f9460b7a-03ee-4e99-ac42-e65b101f5d8a"
"Camera","lv_0_20250512185331_2.mp4",26,"","E:\9. pre-afghanistan\Samsung 22+\Camera\lv_0_20250512185331_2.mp4","12e8b5f9-bc6d-481b-8629-dc930fa52d8d"
"Camera","lv_0_20250512185331_3.mp4",49,"","E:\9. pre-afghanistan\Samsung 22+\Camera\lv_0_20250512185331_3.mp4","5a482c3b-400d-4332-8532-eb1b17b0b6cf"
"Camera","lv_0_20250512185331_4.mp4",38,"","E:\9. pre-afghanistan\Samsung 22+\Camera\lv_0_20250512185331_4.mp4","2b13f414-15c5-4284-95ae-8c1881ca8aba"
"Camera","lv_0_20250512185331_6.mp4",27,"","E:\9. pre-afghanistan\Samsung 22+\Camera\lv_0_20250512185331_6.mp4","e1e4b8d8-d65f-4b9e-abe5-c09090bc87a8"
"Camera","lv_0_20250512185331.mp4",220,"","E:\9. pre-afghanistan\Samsung 22+\Camera\lv_0_20250512185331.mp4","6d72624e-816f-4e4b-a3ff-0cf436293f60"
"Camera","lv_0_20250705171034.mp4",87,"https://drive.google.com/file/d/1EHX0x64iSuX2PqCG50qtrLJdQe8jxvQp/view?usp=drivesdk","E:\9. pre-afghanistan\Samsung 22+\Camera\lv_0_20250705171034.mp4","0ccfd66b-092c-432e-9a61-cbaaf0fc1e44"
"CAPCUT- Bantayan","0525(1).mp4",19,"https://drive.google.com/file/d/1N6r7SSmw4GMPOdALWUGRWp8tsQr5auQ8/view?usp=drivesdk","F:\Backup\SSD 2T (world travel vids)\2) Drone\CAPCUT- Bantayan\0525(1).mp4","466523d0-aed1-498f-9566-d529a292aa10"
"CAPCUT- Bantayan","VID_20230616145108_1.mp4",41,"https://drive.google.com/file/d/1fJdtEuW3hSyG4du2F5SbMhM3yTS0LH-A/view?usp=drivesdk","F:\Backup\SSD 2T (world travel vids)\2) Drone\CAPCUT- Bantayan\VID_20230616145108_1.mp4","515c5a5d-0a87-478d-9dd4-75da405f43ae"
"CAPCUT- Bantayan","VID_20230616145108_2.mp4",57,"https://drive.google.com/file/d/14FhImXooTGrwApPcdC41SeSx5PTJGcvK/view?usp=drivesdk","F:\Backup\SSD 2T (world travel vids)\2) Drone\CAPCUT- Bantayan\VID_20230616145108_2.mp4","fb5d7576-914c-4f8e-836a-9580c0d36a1c"
"CAPCUT- Bantayan","VID_20230616145108.mp4",159,"https://drive.google.com/file/d/148MXyUjcT2WenEmtu4uB4HtntURkjOFw/view?usp=drivesdk","F:\Backup\SSD 2T (world travel vids)\2) Drone\CAPCUT- Bantayan\VID_20230616145108.mp4","37bcfbb6-adb9-45e2-9565-23f4f5c2ef70"
"Cebu","DJI_20250815031424_0001_D.MP4",21,"","E:\10. PH\1. Cebu\DJI_20250815031424_0001_D.MP4","bc726e39-0e9d-4b9d-baad-2b336f0b866a"
"Cebu","DJI_20250815041321_0004_D.MP4",472,"","E:\10. PH\1. Cebu\DJI_20250815041321_0004_D.MP4","69e81580-c98d-44c6-a7c9-fadb6c24634e"
"Cebu","DJI_20250815042323_0005_D.MP4",15,"","E:\10. PH\1. Cebu\DJI_20250815042323_0005_D.MP4","2c8b63b5-3650-4414-a568-8e5563d0b873"
"Cebu","DJI_20250815042409_0006_D.MP4",59,"","E:\10. PH\1. Cebu\DJI_20250815042409_0006_D.MP4","37bf9e53-5e04-41a9-a6b8-96bf83713b65"
"Cebu","DJI_20250815043546_0007_D.MP4",113,"","E:\10. PH\1. Cebu\DJI_20250815043546_0007_D.MP4","847bfd23-8ee0-405d-b33b-e4aa72722294"
"Cebu","DJI_20250815043815_0008_D.MP4",159,"","E:\10. PH\1. Cebu\DJI_20250815043815_0008_D.MP4","0c892e2e-c219-400a-a09a-b770a3534551"
"Cebu","DJI_20250815052027_0009_D.MP4",127,"","E:\10. PH\1. Cebu\DJI_20250815052027_0009_D.MP4","81f48ca7-33b2-47ef-b5c7-018eef29461c"
"Cebu","DJI_20250815052243_0010_D.MP4",175,"","E:\10. PH\1. Cebu\DJI_20250815052243_0010_D.MP4","aa1f7fce-d6fb-4246-9471-861a21609b7d"
"Cebu","DJI_20250815052611_0011_D.MP4",43,"","E:\10. PH\1. Cebu\DJI_20250815052611_0011_D.MP4","5e8053d9-add3-4c02-ac8b-7fd0a212355b"
"Cebu","DJI_20250815061013_0012_D.MP4",268,"","E:\10. PH\1. Cebu\DJI_20250815061013_0012_D.MP4","edf2eac8-4e70-4a96-a6f9-fc077f95a847"
"Cebu","DJI_20250816014933_0013_D.MP4",41,"","E:\10. PH\1. Cebu\DJI_20250816014933_0013_D.MP4","bd5000fe-b2e0-429e-99cf-39a6a6363507"
"Cebu","DJI_20250816015017_0014_D.MP4",31,"","E:\10. PH\1. Cebu\DJI_20250816015017_0014_D.MP4","e37059b6-09b8-4363-89ab-d32598a6bff3"
"Cebu","DJI_20250816015107_0015_D.MP4",15,"","E:\10. PH\1. Cebu\DJI_20250816015107_0015_D.MP4","565b94e4-f9b8-432c-9973-bb18e73b7082"
"Cebu","DJI_20250816015124_0016_D.MP4",59,"","E:\10. PH\1. Cebu\DJI_20250816015124_0016_D.MP4","a309ab82-f6e4-4959-9d51-47b19f2185b0"
"Cebu","DJI_20250816015253_0017_D.MP4",48,"","E:\10. PH\1. Cebu\DJI_20250816015253_0017_D.MP4","0cda32da-28b5-4e4f-831d-de8d93a9a4e7"
"Cebu","DJI_20250816015412_0018_D.MP4",21,"","E:\10. PH\1. Cebu\DJI_20250816015412_0018_D.MP4","5912432d-af90-4afc-b796-91cc50f6ee46"
"Cebu","DJI_20250816020034_0019_D.MP4",29,"","E:\10. PH\1. Cebu\DJI_20250816020034_0019_D.MP4","655e104c-f2ed-4e9c-bdb7-6692bc155b19"
"Cebu","DJI_20250816020240_0020_D.MP4",24,"","E:\10. PH\1. Cebu\DJI_20250816020240_0020_D.MP4","03190e1a-96ae-479e-b390-8c6d317d61cb"
"Cebu","DJI_20250816020403_0021_D.MP4",31,"","E:\10. PH\1. Cebu\DJI_20250816020403_0021_D.MP4","4877ef01-ed16-4fd8-a752-26ba3471165e"
"Cebu","DJI_20250816020735_0022_D.MP4",58,"","E:\10. PH\1. Cebu\DJI_20250816020735_0022_D.MP4","9b2dbb73-2607-4f9a-a9f1-c15b211548fc"
"Cebu","DJI_20250816020836_0023_D.MP4",398,"","E:\10. PH\1. Cebu\DJI_20250816020836_0023_D.MP4","1fdb0daa-5a65-4e0c-b702-a9328007d0e5"
"Cebu","DJI_20250816021610_0024_D.MP4",79,"","E:\10. PH\1. Cebu\DJI_20250816021610_0024_D.MP4","e0494fc5-9036-4e3a-8621-b608ae611f28"
"Cebu","DJI_20250816022405_0025_D.MP4",135,"","E:\10. PH\1. Cebu\DJI_20250816022405_0025_D.MP4","a7eee24b-e2c9-402d-a856-ac4f6209cbe3"
"Cebu","DJI_20250816030546_0026_D.MP4",68,"","E:\10. PH\1. Cebu\DJI_20250816030546_0026_D.MP4","1e725ed8-4b3a-4755-b672-b5fccda7382b"
"Cebu","DJI_20250816030709_0027_D.MP4",471,"","E:\10. PH\1. Cebu\DJI_20250816030709_0027_D.MP4","2037f29a-97c8-4290-84f1-1d63876db5a6"
"Cebu","DJI_20250816031505_0028_D.MP4",11,"","E:\10. PH\1. Cebu\DJI_20250816031505_0028_D.MP4","0a3d91a9-6665-48d0-99d8-11d45fcc2334"
"Cebu","DJI_20250816031544_0029_D.MP4",56,"","E:\10. PH\1. Cebu\DJI_20250816031544_0029_D.MP4","09c55b1b-3372-44ee-8cf0-974359aeb06d"
"Cebu","DJI_20250816031959_0030_D.MP4",29,"","E:\10. PH\1. Cebu\DJI_20250816031959_0030_D.MP4","0e533bfe-7e15-4d30-803c-b0bf2c21bbf1"
"Cebu","DJI_20250816032118_0031_D.MP4",19,"","E:\10. PH\1. Cebu\DJI_20250816032118_0031_D.MP4","8b72c79f-9086-4171-86d2-fbfea3e59220"
"Cebu","DJI_20250816032212_0032_D.MP4",169,"","E:\10. PH\1. Cebu\DJI_20250816032212_0032_D.MP4","78565bcf-eaf8-45fe-9308-2180880f0db7"
"Cebu","DJI_20250816032520_0033_D.MP4",118,"","E:\10. PH\1. Cebu\DJI_20250816032520_0033_D.MP4","88337928-e21b-4a56-859e-4194133ab867"
"Cebu","DJI_20250816032735_0034_D.MP4",52,"","E:\10. PH\1. Cebu\DJI_20250816032735_0034_D.MP4","0b245bbe-1eb2-4eab-8371-ab9b70270a20"
"Cebu","DJI_20250816032834_0035_D.MP4",43,"","E:\10. PH\1. Cebu\DJI_20250816032834_0035_D.MP4","e548f295-fe56-4d48-b03c-21161f0cd001"
"Cebu","DJI_20250816032929_0036_D.MP4",187,"","E:\10. PH\1. Cebu\DJI_20250816032929_0036_D.MP4","f9e0d5c6-63a3-46cb-aef2-ab8abeb3ff3b"
"Cebu","DJI_20250816033424_0037_D.MP4",344,"","E:\10. PH\1. Cebu\DJI_20250816033424_0037_D.MP4","22260858-1ada-4394-b020-5903aa0fbcc4"
"Cebu","DJI_20250816035354_0038_D.MP4",2,"","E:\10. PH\1. Cebu\DJI_20250816035354_0038_D.MP4","a59a65c2-c003-43fd-a90f-efe5b862943a"
"Cebu","DJI_20250816035410_0039_D.MP4",116,"","E:\10. PH\1. Cebu\DJI_20250816035410_0039_D.MP4","beb7031e-25db-4203-8711-18f7bf7de27d"
"Cebu","DJI_20250816041630_0040_D.MP4",53,"","E:\10. PH\1. Cebu\DJI_20250816041630_0040_D.MP4","8940a234-74c1-4b3c-b5e3-0f5d9aecd20d"
"Cebu","DJI_20250816041725_0041_D.MP4",17,"","E:\10. PH\1. Cebu\DJI_20250816041725_0041_D.MP4","389459a5-0ab8-4984-9623-e881ff5001de"
"Cebu","DJI_20250816042144_0042_D.MP4",200,"","E:\10. PH\1. Cebu\DJI_20250816042144_0042_D.MP4","89eb4ada-cf8c-493a-a58f-4a5274185fa6"
"Cebu","DJI_20250817002638_0043_D.MP4",609,"","E:\10. PH\1. Cebu\DJI_20250817002638_0043_D.MP4","cc001f8e-d88c-46c0-abcf-fd630e3ca360"
"Cebu","DJI_20250817023346_0044_D.MP4",44,"","E:\10. PH\1. Cebu\DJI_20250817023346_0044_D.MP4","a793d2b2-0d23-440c-9861-609265ac4cfd"
"Cebu","DJI_20250817023603_0045_D.MP4",74,"","E:\10. PH\1. Cebu\DJI_20250817023603_0045_D.MP4","22414d9e-a69a-4c13-b392-b14e0c1b44a0"
"Cebu","DJI_20250817023756_0046_D.MP4",43,"","E:\10. PH\1. Cebu\DJI_20250817023756_0046_D.MP4","9d0c9ac3-e30d-40b2-a4a1-23e78e165c78"
"Cebu","DJI_20250817024216_0047_D.MP4",4,"","E:\10. PH\1. Cebu\DJI_20250817024216_0047_D.MP4","e066b28e-42cc-4025-b302-029b6dab6237"
"Cebu","DJI_20250817024432_0048_D.MP4",59,"","E:\10. PH\1. Cebu\DJI_20250817024432_0048_D.MP4","379d8a77-53cd-4dd2-8880-6a5f564bea49"
"Cebu","DJI_20250817024643_0049_D.MP4",649,"","E:\10. PH\1. Cebu\DJI_20250817024643_0049_D.MP4","9fc90515-81b2-4292-a3a1-5b0733768847"
"Cebu","DJI_20250817025911_0050_D.MP4",72,"","E:\10. PH\1. Cebu\DJI_20250817025911_0050_D.MP4","ca50721c-b9df-4fa9-91e3-8721be764bf7"
"Cebu","DJI_20250817030618_0051_D.MP4",14,"","E:\10. PH\1. Cebu\DJI_20250817030618_0051_D.MP4","36ba507d-0f85-41f8-93ee-4aa7f0d87c0b"
"Cebu","DJI_20250817030657_0052_D.MP4",18,"","E:\10. PH\1. Cebu\DJI_20250817030657_0052_D.MP4","1488413b-0297-4aa4-94c8-0190102b8394"
"Cebu","DJI_20250817032007_0053_D.MP4",89,"","E:\10. PH\1. Cebu\DJI_20250817032007_0053_D.MP4","ef2eddf6-cf64-415f-9ec5-988bd1b3d9b2"
"Cebu","DJI_20250817032148_0054_D.MP4",35,"","E:\10. PH\1. Cebu\DJI_20250817032148_0054_D.MP4","6e3b88f8-58fb-4a36-b420-85e8ae2e3bbe"
"Cebu","DJI_20250817032420_0055_D.MP4",62,"","E:\10. PH\1. Cebu\DJI_20250817032420_0055_D.MP4","16bb5afd-ff77-40be-af36-1172f6a92b39"
"Cebu","DJI_20250817033055_0056_D.MP4",85,"","E:\10. PH\1. Cebu\DJI_20250817033055_0056_D.MP4","f15eeb1c-bdd4-4c2f-b4e9-0bc7b466cf34"
"Cebu","DJI_20250817033300_0057_D.MP4",446,"","E:\10. PH\1. Cebu\DJI_20250817033300_0057_D.MP4","e6aceac8-4ac1-46f9-ac0e-94c5af281805"
"Cebu","DJI_20250817034044_0058_D.MP4",38,"","E:\10. PH\1. Cebu\DJI_20250817034044_0058_D.MP4","646b651a-7eb2-49ca-a93c-fb58c08f94cc"
"Cebu","DJI_20250817034551_0059_D.MP4",767,"","E:\10. PH\1. Cebu\DJI_20250817034551_0059_D.MP4","463d5085-8631-405c-b618-208681195e65"
"Cebu","DJI_20250817052354_0060_D.MP4",87,"","E:\10. PH\1. Cebu\DJI_20250817052354_0060_D.MP4","bf9f89e2-6009-46f1-a8f6-03951683e3ba"
"Cebu","DJI_20250817052557_0061_D.MP4",1,"","E:\10. PH\1. Cebu\DJI_20250817052557_0061_D.MP4","9b1ca448-ca26-49e1-b1fd-7d6a1c3b3de1"
"Cebu","DJI_20250817052602_0062_D.MP4",196,"","E:\10. PH\1. Cebu\DJI_20250817052602_0062_D.MP4","db8654a5-8da0-49c5-943f-0ddaf6c4716d"
"Cebu","DJI_20250817053212_0063_D.MP4",223,"","E:\10. PH\1. Cebu\DJI_20250817053212_0063_D.MP4","289fd6dc-1924-4fd1-a469-7a161d178572"
"Cebu","DJI_20250817055952_0064_D.MP4",115,"","E:\10. PH\1. Cebu\DJI_20250817055952_0064_D.MP4","ac5ca4ae-9102-4d66-981c-4d84e9468677"
"Cebu","DJI_20250817060227_0065_D.MP4",30,"","E:\10. PH\1. Cebu\DJI_20250817060227_0065_D.MP4","ce48428f-4e94-4d05-a9c7-6aa432cb0e15"
"Cebu","DJI_20250817060304_0066_D.MP4",179,"","E:\10. PH\1. Cebu\DJI_20250817060304_0066_D.MP4","117da0f3-d4c6-4db8-b457-119ca0c92d51"
"Cebu","DJI_20250817060605_0067_D.MP4",20,"","E:\10. PH\1. Cebu\DJI_20250817060605_0067_D.MP4","a1d8c0cf-5749-42b7-8da4-1b7123eba54c"
"Cebu","DJI_20250817061914_0068_D.MP4",80,"","E:\10. PH\1. Cebu\DJI_20250817061914_0068_D.MP4","ddc3d629-cbe2-469f-a4a4-59fe94abb8af"
"Cebu","DJI_20250817063105_0069_D.MP4",330,"","E:\10. PH\1. Cebu\DJI_20250817063105_0069_D.MP4","44ee21d5-983a-47e7-956d-e4956d05b18e"
"Complilation Travel Pictures","20231120_102945.mp4",22,"https://drive.google.com/file/d/1Ss7JF0OjdmbnqR1MKLPGNFlnYNC1SA2x/view?usp=drivesdk","F:\Backup\SSD 2T (world travel vids)\1) Mobile\0) Complilation Travel Pictures\20231120_102945.mp4","7c587351-ea28-4469-9293-8b4feced7e3b"
"Complilation Travel Pictures","20231223_044553.mp4",8,"https://drive.google.com/file/d/1kAfxCfvmiWf14VKJGLI2c8vyWt3bv9lo/view?usp=drivesdk","F:\Backup\SSD 2T (world travel vids)\1) Mobile\0) Complilation Travel Pictures\20231223_044553.mp4","466489cc-2999-4f41-aaee-450c00319925"
"Complilation Travel Pictures","VID_212260426_142015_948.mp4",6,"","F:\Backup\SSD 2T (world travel vids)\1) Mobile\0) Complilation Travel Pictures\VID_212260426_142015_948.mp4","37bb1dd0-2325-4fc7-b9fa-aa23b18456da"
"Complilation Travel Pictures","VID_212260510_141019_385.mp4",6,"","F:\Backup\SSD 2T (world travel vids)\1) Mobile\0) Complilation Travel Pictures\VID_212260510_141019_385.mp4","fba468a0-0e8e-4bd3-8c98-5a19eb39f443"
